match_id,team1,team2,winner,team1_winrate,team2_winrate,winrate_diff,team1_recent_form,team2_recent_form,form_diff,team1_avg_rnd_diff,team2_avg_rnd_diff,rnd_diff_diff,avg_map_rnd_diff,maps_won_team1,maps_won_team2,total_rnd_diff,total_score
593552,GIANTX,Natus Vincere,1,0.419,0.516,-0.097,0.5,0.7,-0.2,-2.0,2.2,-4.2,3.5,2,0,7,2
593550,Karmine Corp,Team Vitality,0,0.5,0.508,-0.008,0.7,0.6,0.1,5.2,9.0,-3.8,-1.3,1,2,-4,3
593544,BRATAN MIX,Team Vitality,0,0.0,0.5,-0.5,0.0,0.5,-0.5,0.0,4.6,-4.6,-7.0,0,2,-14,2
593543,Karmine Corp,3BL Esports,1,0.492,0.0,0.492,0.6,0.0,0.6,2.6,-3.0,5.6,7.5,2,0,15,2
593547,GIANTX,Ramboot Club,1,0.405,0.5,-0.095,0.5,0.5,0.0,-2.6,-2.0,-0.6,2.7,2,1,8,3
593545,BBL Esports,Team Liquid Academy,0,0.607,1.0,-0.393,0.7,1.0,-0.3,-1.4,5.0,-6.4,-5.5,0,2,-11,2
593548,Gentle Mates,Natus Vincere,0,0.509,0.508,0.001,0.3,0.7,-0.4,8.0,0.6,7.4,0.3,1,2,1,3
593546,Nuxeria Esport,FUT Esports,0,0.5,0.573,-0.073,0.5,0.6,-0.1,3.5,2.2,1.3,-5.0,0,2,-10,2
587278,T1,FNATIC,1,0.559,0.688,-0.128,0.5,0.5,0.0,6.2,-1.8,8.0,2.4,3,2,12,5
591987,Shopify Rebellion Black,Sentinels,0,0.5,0.645,-0.145,0.5,0.7,-0.2,-1.8,6.0,-7.8,-3.5,0,2,-7,2
591986,Sentinels,100 Thieves,1,0.642,0.493,0.149,0.7,0.6,0.1,4.2,4.8,-0.6,3.5,2,0,7,2
587277,Gen.G,FNATIC,0,0.636,0.684,-0.048,0.6,0.5,0.1,2.2,-2.8,5.0,-5.5,0,2,-11,2
587276,T1,SLT Seongnam,1,0.554,0.667,-0.112,0.5,0.667,-0.167,4.4,4.3,0.1,3.5,2,0,7,2
591983,100 Thieves,Sentinels,0,0.5,0.638,-0.138,0.7,0.6,0.1,10.6,0.6,10.0,-10.0,0,2,-20,2
591982,Shopify Rebellion Black,Sentinels,1,0.333,0.644,-0.311,0.333,0.6,-0.267,-4.0,3.6,-7.6,2.5,2,0,5,2
591981,Shopify Rebellion Black,FURIA,1,0.0,0.333,-0.333,0.0,0.1,-0.1,-11.0,-14.8,3.8,5.0,2,0,10,2
591467,Natus Vincere,Gamax Esports,1,0.5,0.0,0.5,0.6,0.0,0.6,1.6,-17.0,18.6,3.7,2,1,11,3
591468,Gentle Mates,trashcan,1,0.5,0.0,0.5,0.3,0.0,0.3,1.8,-8.0,9.8,11.5,2,0,23,2
591463,Team Vitality,Galatasaray Esports,1,0.491,0.5,-0.009,0.4,0.5,-0.1,3.6,-3.0,6.6,6.5,2,0,13,2
591464,FUT Esports,Eternal Fire,1,0.568,0.667,-0.098,0.5,0.667,-0.167,2.0,1.3,0.7,3.0,2,1,9,3
587275,SLT Seongnam,Rex Regum Qeon,1,0.5,0.484,0.016,0.5,0.4,0.1,4.5,-5.8,10.3,1.3,2,1,4,3
589962,Trace Esports,EDward Gaming,0,0.533,0.629,-0.095,0.4,0.2,0.2,-2.2,1.8,-4.0,-6.0,0,3,-18,3
587274,DRX,Rex Regum Qeon,0,0.598,0.476,0.122,0.5,0.4,0.1,-1.8,-5.0,3.2,-2.0,0,2,-4,2
587273,SLT Seongnam,Gen.G,0,1.0,0.633,0.367,1.0,0.6,0.4,9.0,3.4,5.6,0.0,1,2,0,3
591980,FURIA,Sentinels,0,0.339,0.641,-0.301,0.2,0.5,-0.3,-16.6,2.8,-19.4,-6.5,0,2,-13,2
591979,100 Thieves,FURIA,1,0.492,0.345,0.147,0.6,0.2,0.4,7.0,-17.6,24.6,4.0,2,1,12,3
591978,100 Thieves,Shopify Rebellion Black,1,0.484,0.0,0.484,0.6,0.0,0.6,6.2,-7.0,13.2,5.0,2,1,15,3
591450,Karmine Corp GC,Nuxeria Esport,0,0.469,0.0,0.469,0.3,0.0,0.3,-4.8,-10.0,5.2,-8.5,0,2,-17,2
591446,BBL Esports,Galatasaray Esports,1,0.6,0.667,-0.067,0.6,0.667,-0.067,-1.6,-2.3,0.7,2.5,2,0,5,2
591447,GIANTX,Gamax Esports,1,0.39,0.0,0.39,0.5,0.0,0.5,-7.6,0.0,-7.6,8.5,2,0,17,2
591448,Karmine Corp,trashcan,1,0.484,0.0,0.484,0.6,0.0,0.6,-0.4,0.0,-0.4,4.0,2,0,8,2
591458,Gentle Mates,Ramboot Club,1,0.491,1.0,-0.509,0.3,1.0,-0.7,-0.8,3.0,-3.8,7.0,1,0,7,1
591454,Natus Vincere,Joblife,1,0.492,0.667,-0.175,0.5,0.667,-0.167,2.6,2.7,-0.1,3.0,1,0,3,1
591455,FUT Esports,Lost Puppies,1,0.564,1.0,-0.436,0.5,1.0,-0.5,0.2,13.0,-12.8,4.0,1,0,4,1
591456,Team Vitality,Erah Esport,1,0.482,0.0,0.482,0.3,0.0,0.3,0.2,-12.0,12.2,10.0,1,0,10,1
589961,EDward Gaming,Bilibili Gaming,1,0.626,0.525,0.101,0.2,0.4,-0.2,-4.2,-4.6,0.4,7.5,2,0,15,2
587264,FULL SENSE,ZETA DIVISION,1,0.4,0.421,-0.021,0.4,0.4,0.0,0.2,-5.4,5.6,4.0,2,0,8,2
589960,FunPlus Phoenix,Trace Esports,0,0.511,0.528,-0.017,0.5,0.4,0.1,2.8,-2.8,5.6,-1.3,1,2,-4,3
587263,FNATIC,T1,0,0.691,0.549,0.142,0.6,0.4,0.2,2.6,-0.2,2.8,-7.0,0,2,-14,2
591433,Karmine Corp,BONK,1,0.475,0.0,0.475,0.5,0.0,0.5,1.8,0.0,1.8,5.0,1,0,5,1
591441,Team Vitality,Nuxeria Esport,1,0.473,0.0,0.473,0.2,0.0,0.2,-3.0,0.0,-3.0,10.0,1,0,10,1
591442,Natus Vincere,BLX CORP,1,0.483,0.0,0.483,0.5,0.0,0.5,1.2,0.0,1.2,3.0,1,0,3,1
591429,Gentle Mates,Galatasaray Esports,0,0.5,0.5,0.0,0.3,0.5,-0.2,-2.6,-5.0,2.4,-3.0,0,1,-3,1
591437,FUT Esports,GoFund4OmarHouse,1,0.559,0.0,0.559,0.4,0.0,0.4,-2.8,0.0,-2.8,9.0,1,0,9,1
591438,Karmine Corp GC,Joblife,0,0.475,0.5,-0.025,0.4,0.5,-0.1,-4.2,-1.0,-3.2,-10.0,0,1,-10,1
591421,Eternal Fire,Team Vitality,1,0.5,0.481,0.019,0.5,0.2,0.3,1.0,1.2,-0.2,2.0,1,0,2,1
591422,3BL Esports,Karmine Corp,0,0.0,0.467,-0.467,0.0,0.5,-0.5,0.0,2.4,-2.4,-3.0,0,1,-3,1
591423,Team Liquid Academy,Natus Vincere,1,0.0,0.492,-0.492,0.0,0.5,-0.5,0.0,4.6,-4.6,5.0,1,0,5,1
591412,Karmine Corp GC,Ramboot Club,0,0.481,0.0,0.481,0.5,0.0,0.5,-4.2,0.0,-4.2,-3.0,0,1,-3,1
591413,Galatasaray Esports,FUT Esports,1,0.0,0.565,-0.565,0.0,0.4,-0.4,-18.0,-3.8,-14.2,8.0,1,0,8,1
591414,Joblife,BBL Esports,0,1.0,0.593,0.407,1.0,0.5,0.5,2.0,-1.2,3.2,-4.0,0,1,-4,1
591418,Erah Esport,Gentle Mates,0,0.0,0.491,-0.491,0.0,0.3,-0.3,0.0,-6.6,6.6,-12.0,0,1,-12,1
587272,Rex Regum Qeon,Gen.G,0,0.484,0.629,-0.145,0.5,0.6,-0.1,-5.2,1.4,-6.6,-2.7,1,2,-8,3
587271,DRX,SLT Seongnam,0,0.603,0.0,0.603,0.6,0.0,0.6,0.4,0.0,0.4,-4.5,0,2,-9,2
587262,T1,ZETA DIVISION,1,0.544,0.429,0.116,0.4,0.4,0.0,-3.6,-1.6,-2.0,6.0,2,0,12,2
590032,LEVIATÁN,DRX,1,0.541,0.609,-0.068,0.7,0.7,0.0,0.4,2.8,-2.4,1.8,3,1,7,4
590033,Bilibili Gaming,EDward Gaming,1,0.52,0.631,-0.11,0.4,0.3,0.1,-6.6,-5.0,-1.6,-1.7,2,1,-5,3
581494,Team Liquid Brazil,Shopify Rebellion Gold,1,0.764,0.72,0.044,0.9,0.7,0.2,7.0,8.4,-1.4,0.2,3,2,1,5
590031,DRX,EDward Gaming,1,0.605,0.636,-0.03,0.7,0.4,0.3,3.4,-4.6,8.0,3.0,2,0,6,2
590030,LEVIATÁN,Bilibili Gaming,1,0.534,0.526,0.008,0.6,0.5,0.1,-2.0,-6.2,4.2,5.0,2,0,10,2
590029,Wolves Esports,Bilibili Gaming,1,0.5,0.531,-0.031,0.4,0.5,-0.1,-3.2,-5.6,2.4,2.0,1,0,2,1
590028,DRX,Wolves Esports,1,0.602,0.508,0.094,0.6,0.4,0.2,3.8,-4.4,8.2,3.0,1,0,3,1
590027,Bilibili Gaming,DRX,1,0.526,0.607,-0.081,0.5,0.7,-0.2,-3.6,1.0,-4.6,2.0,1,0,2,1
581502,Shopify Rebellion Gold,MIBR GC,1,0.716,0.661,0.055,0.6,0.8,-0.2,7.8,2.8,5.0,0.8,3,1,3,4
590026,LEVIATÁN,Rex Regum Qeon,1,0.528,0.492,0.036,0.6,0.5,0.1,-0.8,-6.2,5.4,5.0,1,0,5,1
590025,EDward Gaming,LEVIATÁN,0,0.641,0.521,0.119,0.4,0.6,-0.2,-5.6,-1.6,-4.0,-9.0,0,1,-9,1
590024,Rex Regum Qeon,EDward Gaming,0,0.5,0.638,-0.138,0.6,0.3,0.3,-6.0,-8.8,2.8,-4.0,0,1,-4,1
581501,KRÜ BLAZE,MIBR GC,0,0.83,0.655,0.175,0.7,0.7,0.0,8.2,1.8,6.4,-5.5,0,2,-11,2
581493,Team Liquid Brazil,Shopify Rebellion Gold,1,0.759,0.726,0.033,0.9,0.7,0.2,9.8,12.2,-2.4,1.7,2,1,5,3
581499,Karmine Corp GC,KRÜ BLAZE,0,0.487,0.826,-0.339,0.5,0.6,-0.1,-2.2,6.4,-8.6,-8.5,0,2,-17,2
581500,G2 Gozen,MIBR GC,0,0.72,0.649,0.071,0.7,0.7,0.0,7.0,4.4,2.6,1.3,1,2,4,3
581492,Shopify Rebellion Gold,Karmine Corp GC,1,0.722,0.494,0.229,0.7,0.5,0.2,11.6,1.6,10.0,3.0,2,1,9,3
581491,G2 Gozen,Team Liquid Brazil,0,0.726,0.755,-0.028,0.8,0.9,-0.1,9.4,9.8,-0.4,-0.3,1,2,-1,3
581497,Nova Esports GC,KRÜ BLAZE,0,0.6,0.822,-0.222,0.7,0.6,0.1,6.2,3.4,2.8,-5.5,0,2,-11,2
581498,MIBR GC,Ninetails,1,0.643,0.667,-0.024,0.7,0.667,0.033,4.4,-1.6,6.0,8.5,2,0,17,2
588245,100 Thieves,The TANDIS Hammers,1,0.476,0.0,0.476,0.6,0.0,0.6,1.2,0.0,1.2,4.0,2,0,8,2
588243,100 Thieves,team name,1,0.468,0.0,0.468,0.5,0.0,0.5,-2.8,0.0,-2.8,4.5,2,0,9,2
588239,100 Thieves,Calamity,1,0.459,0.0,0.459,0.4,0.0,0.4,-5.2,0.0,-5.2,4.5,2,0,9,2
587809,CGN Esports,FUT Esports,0,1.0,0.56,0.44,1.0,0.4,0.6,-1.0,-0.6,-0.4,0.6,2,3,3,5
581495,KRÜ BLAZE,GIANTX GC,1,0.818,0.584,0.234,0.6,0.4,0.2,3.2,-0.2,3.4,5.3,2,1,16,3
581496,Xipto Esports GC,Ninetails,0,0.808,0.625,0.183,0.7,0.625,0.075,7.2,-3.0,10.2,-4.0,1,2,-12,3
587808,FUT Esports,Fenerbahçe Esports,1,0.556,0.0,0.556,0.3,0.0,0.3,-6.0,0.0,-6.0,4.0,2,0,8,2
587807,Gentle Mates,CGN Esports,0,0.5,0.0,0.5,0.4,0.0,0.4,-7.6,0.0,-7.6,0.3,1,2,1,3
581489,Shopify Rebellion Gold,MIBR GC,1,0.718,0.655,0.064,0.6,0.8,-0.2,7.8,7.0,0.8,7.5,2,0,15,2
581487,G2 Gozen,Nova Esports GC,1,0.724,0.643,0.081,0.7,0.8,-0.1,5.4,12.8,-7.4,5.5,2,0,11,2
581488,Team Liquid Brazil,KRÜ BLAZE,1,0.75,0.837,-0.087,0.9,0.7,0.2,9.8,10.6,-0.8,7.5,2,0,15,2
581490,Xipto Esports GC,Karmine Corp GC,0,0.84,0.487,0.353,0.7,0.4,0.3,6.4,0.4,6.0,-7.5,0,2,-15,2
581486,MIBR GC,GIANTX GC,1,0.648,0.592,0.056,0.8,0.4,0.4,9.2,-2.2,11.4,1.7,2,1,5,3
581485,Ninetails,Nova Esports GC,0,0.714,0.615,0.099,0.714,0.8,-0.086,1.6,11.2,-9.6,-5.5,0,2,-11,2
585453,NRG,G2 Esports,0,0.684,0.622,0.061,0.9,0.6,0.3,10.6,4.4,6.2,-6.0,0,3,-18,3
582537,Nova Esports,FunPlus Phoenix,0,0.475,0.506,-0.03,0.4,0.5,-0.1,6.4,3.0,3.4,-2.0,1,3,-8,4
585459,ZETA DIVISION,G2 Esports,0,0.436,0.619,-0.182,0.4,0.6,-0.2,4.2,0.0,4.2,-9.5,0,2,-19,2
585452,NRG,ZETA DIVISION,1,0.679,0.444,0.235,0.9,0.5,0.4,6.8,4.6,2.2,7.0,2,0,14,2
584433,Team Secret,Sharper Esport,0,0.492,0.0,0.492,0.3,0.0,0.3,0.4,0.0,0.4,-7.0,0,2,-14,2
582538,JDG Esports,Trace Esports,1,0.375,0.534,-0.159,0.6,0.4,0.2,6.0,-1.6,7.6,3.2,3,2,16,5
585458,FNATIC,G2 Esports,0,0.699,0.615,0.084,0.7,0.6,0.1,-0.6,-0.8,0.2,-2.0,0,1,-2,1
585457,Sentinels,G2 Esports,0,0.647,0.611,0.037,0.5,0.6,-0.1,5.0,0.0,5.0,-5.0,0,1,-5,1
585456,FNATIC,T1,1,0.696,0.551,0.145,0.7,0.5,0.2,1.0,-1.2,2.2,8.0,1,0,8,1
585455,Cloud9,G2 Esports,0,0.524,0.606,-0.082,0.4,0.6,-0.2,0.2,2.0,-1.8,-2.0,0,1,-2,1
585454,Cubert Academy,T1,0,0.375,0.545,-0.17,0.375,0.4,-0.025,-6.0,-3.6,-2.4,-6.0,0,1,-6,1
585450,NRG,Sentinels,1,0.675,0.653,0.022,0.9,0.6,0.3,10.2,7.0,3.2,2.0,1,0,2,1
585451,FNATIC,ZETA DIVISION,0,0.703,0.434,0.269,0.7,0.4,0.3,1.4,-0.8,2.2,-12.0,0,1,-12,1
585448,FNATIC,Cloud9,1,0.7,0.531,0.169,0.7,0.5,0.2,2.2,1.4,0.8,6.0,1,0,6,1
585449,G2 Esports,ZETA DIVISION,0,0.613,0.423,0.19,0.7,0.4,0.3,2.0,-3.2,5.2,-6.0,0,1,-6,1
585446,NRG,Cubert Academy,1,0.671,0.429,0.242,0.9,0.429,0.471,7.4,-6.2,13.6,9.0,1,0,9,1
585447,T1,Sentinels,0,0.552,0.65,-0.098,0.5,0.6,-0.1,-1.0,5.8,-6.8,-2.0,0,1,-2,1
584426,FULL SENSE,Team Secret,1,0.25,0.5,-0.25,0.25,0.4,-0.15,-0.5,-2.4,1.9,1.0,2,1,3,3
582536,Trace Esports,FunPlus Phoenix,0,0.54,0.5,0.04,0.5,0.5,0.0,1.6,0.2,1.4,-4.7,1,2,-14,3
582535,Nova Esports,JDG Esports,1,0.467,0.383,0.084,0.4,0.6,-0.2,3.0,10.2,-7.2,1.3,2,1,4,3
585213,KlanNaLan,Cloud9,0,0.0,0.525,-0.525,0.0,0.4,-0.4,0.0,0.2,-0.2,-2.0,0,1,-2,1
585212,ENVY,Eintracht Frankfurt,1,0.735,0.0,0.735,0.7,0.0,0.7,-2.2,0.0,-2.2,2.0,1,0,2,1
585207,Cloud9,FENNEL,1,0.519,0.0,0.519,0.4,0.0,0.4,-3.6,-11.0,7.4,8.0,1,0,8,1
585205,BXL Zoo,ENVY,1,0.0,0.758,-0.758,0.0,0.7,-0.7,0.0,-0.4,0.4,5.0,1,0,5,1
585203,Cloud9,Team RA'AD,1,0.513,0.0,0.513,0.3,0.0,0.3,-3.0,0.0,-3.0,3.0,1,0,3,1
584430,Fancy United Esports,Global Esports,1,0.333,0.364,-0.03,0.333,0.3,0.033,-6.0,-2.4,-3.6,2.0,2,1,6,3
582534,Wolves Esports,FunPlus Phoenix,0,0.516,0.494,0.022,0.5,0.4,0.1,-1.2,-2.8,1.6,-2.7,1,2,-8,3
582533,Titan Esports Club,Trace Esports,0,0.393,0.535,-0.142,0.4,0.5,-0.1,1.6,1.4,0.2,-7.0,0,2,-14,2
584428,Global Esports,Team NKT,1,0.349,1.0,-0.651,0.3,1.0,-0.7,-7.4,6.0,-13.4,9.5,2,0,19,2
582532,JDG Esports,Any Questions Gaming,1,0.37,0.0,0.37,0.5,0.0,0.5,6.2,0.0,6.2,5.5,2,0,11,2
584425,Team Secret,Motiv Esports,1,0.491,0.0,0.491,0.3,0.0,0.3,-7.2,0.0,-7.2,4.5,2,0,9,2
582531,Nova Esports,EDward Gaming,1,0.458,0.643,-0.185,0.3,0.4,-0.1,-1.6,-3.8,2.2,5.0,2,1,15,3
584422,Team Secret,Xipto Esports,1,0.482,1.0,-0.518,0.3,1.0,-0.7,-11.8,6.0,-17.8,1.7,2,1,5,3
584420,Global Esports,Fancy United Esports,0,0.357,0.0,0.357,0.3,0.0,0.3,-3.0,-13.0,10.0,-2.7,1,2,-8,3
580114,FNATIC,GIANTX,1,0.697,0.4,0.297,0.6,0.5,0.1,0.6,-3.8,4.4,4.3,2,1,13,3
582201,DRX,Nongshim RedForce,0,0.613,0.542,0.071,0.7,0.6,0.1,2.0,1.6,0.4,0.7,1,2,2,3
582200,Nongshim RedForce,Team Heretics,1,0.522,0.589,-0.067,0.5,0.4,0.1,0.8,-3.4,4.2,7.0,2,0,14,2
582199,Wolves Esports,Team Heretics,0,0.524,0.584,-0.06,0.5,0.3,0.2,-2.2,-3.6,1.4,-4.0,0,1,-4,1
582446,Sentinels,ENVY,1,0.646,0.781,-0.135,0.6,0.8,-0.2,2.6,4.6,-2.0,3.3,2,1,10,3
582445,ENVY,Cubert Academy,1,0.774,0.5,0.274,0.7,0.5,0.2,3.4,-1.8,5.2,5.0,2,0,10,2
582198,Wolves Esports,Nongshim RedForce,0,0.532,0.5,0.032,0.5,0.5,0.0,-1.6,-2.0,0.4,-4.0,0,1,-4,1
582197,Team Heretics,DRX,0,0.591,0.609,-0.018,0.4,0.7,-0.3,-4.4,1.4,-5.8,-5.0,0,1,-5,1
582196,Team Heretics,Wolves Esports,0,0.598,0.525,0.073,0.5,0.4,0.1,-2.8,-0.6,-2.2,-3.0,0,1,-3,1
582195,DRX,Wolves Esports,1,0.606,0.533,0.072,0.6,0.4,0.2,0.2,-0.4,0.6,9.0,1,0,9,1
582194,DRX,Nongshim RedForce,1,0.602,0.524,0.078,0.5,0.6,-0.1,-1.8,0.2,-2.0,5.0,1,0,5,1
582193,Team Heretics,Nongshim RedForce,0,0.605,0.5,0.105,0.6,0.5,0.1,-0.4,1.2,-1.6,-6.0,0,1,-6,1
582438,ENVY,Sentinels,0,0.8,0.643,0.157,0.8,0.6,0.2,7.0,-1.8,8.8,-3.0,1,2,-9,3
582437,Cloud9,Sentinels,0,0.519,0.639,-0.12,0.4,0.6,-0.2,-2.2,-4.8,2.6,-3.0,0,2,-6,2
582436,Cloud9,Cubert Academy,0,0.526,0.4,0.126,0.5,0.4,0.1,-1.8,-1.2,-0.6,0.0,1,2,0,3
582435,Cubert Academy,Sentinels,0,0.5,0.635,-0.135,0.5,0.6,-0.1,0.5,-6.0,6.5,-4.0,0,2,-8,2
582434,ENVY,Cubert Academy,1,0.793,0.667,0.126,0.8,0.667,0.133,10.6,1.7,8.9,1.0,2,1,3,3
582433,ENVY,Cloud9,1,0.786,0.533,0.252,0.8,0.5,0.3,7.6,-2.8,10.4,1.3,2,1,4,3
540553,MIBR GC,Wadadaa,1,0.642,0.0,0.642,0.8,0.0,0.8,5.6,-12.6,18.2,1.5,3,1,6,4
572110,G2 Gozen,Twisted Minds Orchid,1,0.722,0.5,0.222,0.7,0.5,0.2,0.0,3.8,-3.8,5.7,3,0,17,3
573972,Akave Esports GC,MIBR GC,0,0.0,0.635,-0.635,0.0,0.8,-0.8,-22.0,8.2,-30.2,-4.5,0,2,-9,2
573970,MIBR GC,Wadadaa,1,0.627,0.0,0.627,0.7,0.0,0.7,4.6,-11.5,16.1,8.5,2,0,17,2
578676,KADILIMAN,Team Secret,1,0.0,0.491,-0.491,0.0,0.4,-0.4,0.0,-10.0,10.0,3.0,1,0,3,1
578670,Team Secret,Xipto Esports,0,0.5,0.0,0.5,0.5,0.0,0.5,-10.4,0.0,-10.4,-6.0,0,1,-6,1
556036,ENVY,TSM,1,0.778,0.333,0.444,0.8,0.333,0.467,7.2,2.0,5.2,3.8,3,1,15,4
568922,Nova Esports GC,Ambitious Legend Gaming GC,1,0.583,0.5,0.083,0.7,0.5,0.2,13.8,0.5,13.3,0.8,3,1,3,4
556035,TSM,ENVY,0,0.4,0.769,-0.369,0.4,0.7,-0.3,1.4,4.2,-2.8,-1.3,1,2,-4,3
572112,Twisted Minds Orchid,GIANTX GC,1,0.429,0.6,-0.171,0.429,0.4,0.029,5.0,-5.4,10.4,0.0,3,2,0,5
568921,Nova Esports GC,Havoc & Yonder GC,1,0.545,0.0,0.545,0.6,0.0,0.6,14.2,-16.0,30.2,4.0,2,1,12,3
556034,Team Solid,ENVY,0,0.0,0.76,-0.76,0.0,0.6,-0.6,0.0,5.8,-5.8,-3.0,1,2,-9,3
572109,Twisted Minds Orchid,G2 Gozen,0,0.5,0.719,-0.219,0.5,0.7,-0.2,6.2,2.2,4.0,-1.7,1,2,-5,3
572111,GIANTX GC,Karmine Corp GC,1,0.595,0.493,0.101,0.4,0.4,0.0,-9.6,4.6,-14.2,2.3,2,1,7,3
556031,Stellae Gaming,ENVY,0,0.5,0.75,-0.25,0.5,0.6,-0.1,1.5,3.6,-2.1,-7.0,1,2,-21,3
556029,TSM,ENVY,1,0.25,0.783,-0.533,0.25,0.7,-0.45,-1.0,8.0,-9.0,3.7,2,1,11,3
556023,9z Team,ENVY,0,0.0,0.773,-0.773,0.0,0.7,-0.7,0.0,8.0,-8.0,-6.5,0,2,-13,2
572107,Twisted Minds Orchid,GIANTX GC,1,0.4,0.603,-0.203,0.4,0.5,-0.1,4.2,-6.6,10.8,4.0,2,1,12,3
572108,Karmine Corp GC,G2 Gozen,0,0.5,0.717,-0.217,0.5,0.7,-0.2,6.4,3.4,3.0,-1.0,1,2,-3,3
572105,AlQadsiah Corals,GIANTX GC,0,0.4,0.597,-0.197,0.4,0.5,-0.1,-2.6,-5.8,3.2,-4.5,0,2,-9,2
572106,G2 Gozen,SK Nebula,1,0.714,0.111,0.603,0.7,0.111,0.589,2.4,-4.4,6.8,5.5,2,0,11,2
554535,Karmine Corp GC,AlQadsiah Corals,0,0.507,0.25,0.257,0.6,0.25,0.35,4.2,-5.0,9.2,-2.3,1,2,-7,3
554534,G2 Gozen,BLVKHVND,0,0.721,0.333,0.387,0.8,0.333,0.467,3.2,0.4,2.8,-4.5,0,2,-9,2
545624,Shopify Rebellion Gold,YFP X,1,0.714,0.0,0.714,0.6,0.0,0.6,3.0,-8.7,11.7,6.7,3,0,20,3
554532,GIANTX GC,BLVKHVND,0,0.606,0.2,0.406,0.5,0.2,0.3,-6.2,-6.0,-0.2,-7.5,0,2,-15,2
554529,Karmine Corp GC,G2 Gozen,1,0.5,0.727,-0.227,0.6,0.9,-0.3,2.0,7.4,-5.4,5.0,2,0,10,2
563494,ULF Esports,FUT Esports,1,0.0,0.562,-0.562,0.0,0.4,-0.4,-16.0,-4.2,-11.8,1.2,3,1,5,4
555499,Xipto Esports GC,Ninetails,1,0.833,0.833,0.0,0.7,0.833,-0.133,7.8,8.4,-0.6,3.2,3,1,13,4
